TP,P_0,P_1,P_2,P_3,P_4
T_0,5.895812592062474,5.182806221841393,9.171962422999687,13.298529403928542,8.436589675124807
T_1,10.105680948778502,5.687008642015994,10.132105185808719,12.686569270919332,15.180338084648987
T_2,11.53037957064209,25.317531568805794,20.463404748375876,26.672939118225678,9.714283229791885
T_3,22.054464339467767,18.48396439642613,11.30687427035103,17.438049096180585,18.893398661548186
T_4,10.90916462747123,27.33949393758715,11.241677025207887,29.997556645465906,16.101191497898228
T_5,13.037674667146602,12.192258512864747,7.59948175452157,10.400986332466267,6.199367056079398
T_6,16.858160497170253,17.61754802106787,24.295603777509065,13.272997628314808,24.492933778649157
T_7,18.997351102598298,22.43373224121128,29.324169647151336,15.381826460688078,29.697348194901814
T_8,29.84394332938743,19.84698772084306,14.591478065615487,26.847895190408952,22.36654134936792
T_9,8.173050864479734,16.744508124787323,9.30720037625377,11.247595579866173,14.64273676116812
T_10,28.067416450397708,34.36980978201541,33.53011320389379,26.907759415801145,34.580557125267966
T_11,13.310698786607006,15.943591952484798,8.824526661319823,7.451165713266686,8.82839405186995
T_12,14.77045348854293,8.218466764978848,7.9881478884017305,9.416875581485726,11.482240696449463
T_13,13.393985663248861,12.117971537931925,15.043300472796684,15.824522027648662,11.692484266431281
T_14,10.758523480693064,21.616217889371853,20.008338231639943,18.32482531606108,11.538090456468503
T_15,21.27930532710479,10.468780421491148,14.229704571289707,10.10837524415308,13.56924969331849
T_16,13.274246889914654,27.070245130733955,27.310247264185747,13.894292527120594,27.554432718869705
T_17,17.74114783047586,20.451485017118294,8.93366003090197,19.73481419487096,10.01308764590993
T_18,17.64747051544105,28.28714624108218,9.788889436157751,16.699815174899687,10.81010733127495
T_19,14.962222235155815,12.384636024558613,15.705296348754073,12.574064358891828,12.153000655857177
T_20,22.2543703277286,21.195869913023955,30.544378102262645,17.181643112053695,24.831887297905098
T_21,22.42417872291584,18.69164681208151,22.14314258805303,17.04474304828816,19.28401862115127
T_22,15.580157583582043,10.943978212326096,15.942664511246978,18.336593725886424,19.797266693894613
T_23,23.38712322556183,17.413214767372125,16.974243772247046,17.982841238808703,16.164875072262447
T_24,7.258884632769643,10.484109405983311,5.327773760203694,9.694937908318314,7.417744634339025
T_25,13.969911638495514,16.807797276420153,17.017818868716017,16.649952877742706,14.201721514206463
T_26,26.026095354660036,14.46694375444014,17.421397861081758,28.139684004125442,15.399063361352388
T_27,5.795030350358266,8.507172946033387,7.776156111343408,7.3017998275155325,8.738025949552986
T_28,9.87006702322622,13.874521635609593,9.677702010960598,7.731301285436018,12.93461293215371
T_29,28.587260046649348,29.21806033275142,20.570245991520384,12.041222541776598,12.258549627033624
T_30,15.671348333141715,15.284852143402489,20.324135886465356,14.59247131399963,11.701407340689363
T_31,9.170420774004942,13.521826444533929,14.402496502290191,22.83085858681104,10.863172495369161
T_32,10.81736033758852,4.785588268411632,8.1237162149731,4.8640330581006594,4.9764084016399215
T_33,4.97820906901031,6.964542282537824,5.2100199344739835,8.759171669882543,3.858227527515633
T_34,14.924017998353598,31.44848810028671,21.94173458799424,22.58007167236442,28.489322352021915
T_35,27.969513561891826,25.010808613617055,10.633651295796142,18.344729038148788,25.496252608011044
T_36,18.827267631991802,14.09224888305682,27.415530511944667,31.288598278089584,17.855496234562573
T_37,25.84032338482636,33.47347778764248,26.813959351290972,29.217449179918532,24.84098537630539
T_38,7.788460562953473,8.796654707568294,5.215050791043558,5.392296549270217,10.658320685318014
T_39,31.224086326664327,25.467156222856627,25.128411663539595,20.301206236802848,20.92098050221786
T_40,7.503681889452788,11.746233284086522,8.247946728352552,15.631703541820425,13.436149068940484
T_41,11.156083172609138,8.51174316079849,13.148341973113343,8.106605252173868,22.537520398124244
T_42,19.03760213736273,30.918719339865646,25.789389106395312,19.38630540842519,14.008389068756035
T_43,25.912341159039038,28.05459959911282,29.44157158635273,35.20848552043989,13.974129626244595
T_44,14.360106463255551,26.32525664435729,31.25601946653361,25.416709005537292,17.81864990417613
T_45,19.653326902298602,21.165559680644,29.631232558627353,23.096328109671347,20.782483205373296
T_46,27.641093496333752,22.031637556188294,13.715736523469088,17.640426047113664,26.60234537281804
T_47,13.070527477021331,14.38571192400866,13.961589622227546,10.315944573615102,23.26863055415604
T_48,12.363358572493427,20.85353517354187,23.282714416294233,13.858842882640266,20.026670943332952
T_49,17.008789226599028,10.104721942005096,10.05004088344458,21.247398802765176,17.105617468668207
T_50,6.330282783283759,10.228690206509565,6.877894863860878,10.245284840199503,9.584561491842585
T_51,23.32614080028542,26.090740937476916,19.002775959531043,28.467730012773544,30.839633557412363
T_52,29.034908819430832,13.440493745785933,20.975696946143668,13.825866679642472,26.66179200253316
